Cell_ID,Latitude,Longitude,Dominant_NUTS2,Dominant_NUTS0,Nuts0_ID,Nuts2_ID,IdClimateRoger,ClimateDescription,IdClimateAggregated,AggregatedClimateDescription
13204,55.083,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13205,55.083,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13206,55.083,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13207,55.083,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13208,55.083,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13209,55.083,26.25,LT00,LT,17,171,6,Boreal,6,Boreal
13210,55.083,26.417,LT00,LT,17,171,6,Boreal,6,Boreal
13211,55.083,26.583,LT00,LT,17,171,6,Boreal,6,Boreal
13212,55.083,26.75,LT00,LT,17,171,6,Boreal,6,Boreal
13213,55.25,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13214,55.25,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13215,55.25,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13216,55.25,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13217,55.25,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13218,55.25,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13219,55.25,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13220,55.25,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13221,55.25,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13222,55.25,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13223,55.25,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13224,55.25,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13225,55.25,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13226,55.25,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13227,55.25,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13228,55.25,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13229,55.25,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13230,55.25,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13231,55.25,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13232,55.25,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13233,55.25,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13234,55.25,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13235,55.25,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13236,55.25,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13237,55.25,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13238,55.25,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13239,55.25,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13240,55.25,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13241,55.25,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13242,55.25,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13243,55.25,26.25,LT00,LT,17,171,6,Boreal,6,Boreal
13244,55.25,26.417,LT00,LT,17,171,6,Boreal,6,Boreal
13245,55.25,26.583,LT00,LT,17,171,6,Boreal,6,Boreal
13246,55.25,26.75,LT00,LT,17,171,6,Boreal,6,Boreal
13247,55.25,26.917,LT00,LT,17,171,6,Boreal,6,Boreal
13248,55.417,21.083,LT00,LT,17,171,6,Boreal,6,Boreal
13249,55.417,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13250,55.417,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13251,55.417,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13252,55.417,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13253,55.417,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13254,55.417,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13255,55.417,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13256,55.417,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13257,55.417,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13258,55.417,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13259,55.417,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13260,55.417,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13261,55.417,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13262,55.417,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13263,55.417,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13264,55.417,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13265,55.417,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13266,55.417,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13267,55.417,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13268,55.417,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13269,55.417,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13270,55.417,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13271,55.417,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13272,55.417,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13273,55.417,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13274,55.417,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13275,55.417,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13276,55.417,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13277,55.417,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13278,55.417,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13279,55.417,26.25,LT00,LT,17,171,6,Boreal,6,Boreal
13280,55.417,26.417,LT00,LT,17,171,6,Boreal,6,Boreal
13281,55.417,26.583,LT00,LT,17,171,6,Boreal,6,Boreal
13282,55.417,26.75,LT00,LT,17,171,6,Boreal,6,Boreal
13283,55.583,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13284,55.583,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13285,55.583,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13286,55.583,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13287,55.583,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13288,55.583,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13289,55.583,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13290,55.583,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13291,55.583,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13292,55.583,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13293,55.583,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13294,55.583,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13295,55.583,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13296,55.583,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13297,55.583,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13298,55.583,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13299,55.583,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13300,55.583,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13301,55.583,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13302,55.583,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13303,55.583,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13304,55.583,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13305,55.583,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13306,55.583,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13307,55.583,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13308,55.583,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13309,55.583,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13310,55.583,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13311,55.583,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13312,55.583,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13313,55.583,26.25,LT00,LT,17,171,6,Boreal,6,Boreal
13314,55.583,26.417,LT00,LT,17,171,6,Boreal,6,Boreal
13315,55.583,26.583,LT00,LT,17,171,6,Boreal,6,Boreal
13316,55.75,21.083,LT00,LT,17,171,6,Boreal,6,Boreal
13317,55.75,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13318,55.75,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13319,55.75,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13320,55.75,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13321,55.75,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13322,55.75,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13323,55.75,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13324,55.75,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13325,55.75,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13326,55.75,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13327,55.75,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13328,55.75,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13329,55.75,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13330,55.75,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13331,55.75,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13332,55.75,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13333,55.75,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13334,55.75,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13335,55.75,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13336,55.75,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13337,55.75,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13338,55.75,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13339,55.75,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13340,55.75,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13341,55.75,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13342,55.75,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13343,55.75,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13344,55.75,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13345,55.75,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13346,55.75,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13347,55.75,26.25,LT00,LT,17,171,6,Boreal,6,Boreal
13348,55.917,21.083,LT00,LT,17,171,6,Boreal,6,Boreal
13349,55.917,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13350,55.917,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13351,55.917,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13352,55.917,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13353,55.917,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13354,55.917,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13355,55.917,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13356,55.917,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13357,55.917,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13358,55.917,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13359,55.917,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13360,55.917,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13361,55.917,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13362,55.917,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13363,55.917,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13364,55.917,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13365,55.917,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13366,55.917,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13367,55.917,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13368,55.917,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13369,55.917,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13370,55.917,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13371,55.917,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13372,55.917,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13373,55.917,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13374,55.917,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13375,55.917,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13376,55.917,25.75,LT00,LT,17,171,6,Boreal,6,Boreal
13377,55.917,25.917,LT00,LT,17,171,6,Boreal,6,Boreal
13378,55.917,26.083,LT00,LT,17,171,6,Boreal,6,Boreal
13379,56.083,21.25,LT00,LT,17,171,6,Boreal,6,Boreal
13380,56.083,21.417,LT00,LT,17,171,6,Boreal,6,Boreal
13381,56.083,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13382,56.083,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13383,56.083,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13384,56.083,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13385,56.083,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13386,56.083,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13387,56.083,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13388,56.083,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13389,56.083,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13390,56.083,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13391,56.083,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13392,56.083,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13393,56.083,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13394,56.083,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13395,56.083,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13396,56.083,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13397,56.083,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13398,56.083,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13399,56.083,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13400,56.083,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13401,56.083,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13402,56.083,25.083,LT00,LT,17,171,6,Boreal,6,Boreal
13403,56.083,25.25,LT00,LT,17,171,6,Boreal,6,Boreal
13404,56.083,25.417,LT00,LT,17,171,6,Boreal,6,Boreal
13405,56.083,25.583,LT00,LT,17,171,6,Boreal,6,Boreal
13406,56.25,21.583,LT00,LT,17,171,6,Boreal,6,Boreal
13407,56.25,21.75,LT00,LT,17,171,6,Boreal,6,Boreal
13408,56.25,21.917,LT00,LT,17,171,6,Boreal,6,Boreal
13409,56.25,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13410,56.25,22.25,LT00,LT,17,171,6,Boreal,6,Boreal
13411,56.25,22.417,LT00,LT,17,171,6,Boreal,6,Boreal
13412,56.25,22.583,LT00,LT,17,171,6,Boreal,6,Boreal
13413,56.25,22.75,LT00,LT,17,171,6,Boreal,6,Boreal
13414,56.25,22.917,LT00,LT,17,171,6,Boreal,6,Boreal
13415,56.25,23.083,LT00,LT,17,171,6,Boreal,6,Boreal
13416,56.25,23.25,LT00,LT,17,171,6,Boreal,6,Boreal
13417,56.25,23.417,LT00,LT,17,171,6,Boreal,6,Boreal
13418,56.25,23.583,LT00,LT,17,171,6,Boreal,6,Boreal
13419,56.25,23.75,LT00,LT,17,171,6,Boreal,6,Boreal
13420,56.25,23.917,LT00,LT,17,171,6,Boreal,6,Boreal
13421,56.25,24.083,LT00,LT,17,171,6,Boreal,6,Boreal
13422,56.25,24.25,LT00,LT,17,171,6,Boreal,6,Boreal
13423,56.25,24.417,LT00,LT,17,171,6,Boreal,6,Boreal
13424,56.25,24.583,LT00,LT,17,171,6,Boreal,6,Boreal
13425,56.25,24.75,LT00,LT,17,171,6,Boreal,6,Boreal
13426,56.25,24.917,LT00,LT,17,171,6,Boreal,6,Boreal
13427,56.417,22.083,LT00,LT,17,171,6,Boreal,6,Boreal
13428,49.583,5.917,LU00,LU,18,172,7,Continental,7,Continental
13429,49.583,6.083,LU00,LU,18,172,7,Continental,7,Continental
13430,49.583,6.25,LU00,LU,18,172,7,Continental,7,Continental
13431,49.75,5.917,LU00,LU,18,172,7,Continental,7,Continental
13432,49.75,6.083,LU00,LU,18,172,7,Continental,7,Continental
13433,49.75,6.25,LU00,LU,18,172,7,Continental,7,Continental
13434,49.75,6.417,LU00,LU,18,172,7,Continental,7,Continental
13435,49.917,5.917,LU00,LU,18,172,7,Continental,7,Continental
13436,49.917,6.083,LU00,LU,18,172,7,Continental,7,Continental
13437,50.083,5.917,LU00,LU,18,172,7,Continental,7,Continental
13438,50.083,6.083,LU00,LU,18,172,7,Continental,7,Continental
13439,55.75,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13440,55.75,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13441,55.75,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13442,55.75,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13443,55.75,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13444,55.75,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13445,55.75,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13446,55.75,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13447,55.917,26.25,LV00,LV,19,173,6,Boreal,6,Boreal
13448,55.917,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13449,55.917,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13450,55.917,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13451,55.917,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13452,55.917,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13453,55.917,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13454,55.917,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13455,55.917,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13456,55.917,27.75,LV00,LV,19,173,6,Boreal,6,Boreal
13457,56.083,21.083,LV00,LV,19,173,6,Boreal,6,Boreal
13458,56.083,25.75,LV00,LV,19,173,6,Boreal,6,Boreal
13459,56.083,25.917,LV00,LV,19,173,6,Boreal,6,Boreal
13460,56.083,26.083,LV00,LV,19,173,6,Boreal,6,Boreal
13461,56.083,26.25,LV00,LV,19,173,6,Boreal,6,Boreal
13462,56.083,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13463,56.083,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13464,56.083,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13465,56.083,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13466,56.083,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13467,56.083,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13468,56.083,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13469,56.083,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13470,56.083,27.75,LV00,LV,19,173,6,Boreal,6,Boreal
13471,56.083,27.917,LV00,LV,19,173,6,Boreal,6,Boreal
13472,56.083,28.083,LV00,LV,19,173,6,Boreal,6,Boreal
13473,56.25,21.083,LV00,LV,19,173,6,Boreal,6,Boreal
13474,56.25,21.25,LV00,LV,19,173,6,Boreal,6,Boreal
13475,56.25,21.417,LV00,LV,19,173,6,Boreal,6,Boreal
13476,56.25,25.083,LV00,LV,19,173,6,Boreal,6,Boreal
13477,56.25,25.25,LV00,LV,19,173,6,Boreal,6,Boreal
13478,56.25,25.417,LV00,LV,19,173,6,Boreal,6,Boreal
13479,56.25,25.583,LV00,LV,19,173,6,Boreal,6,Boreal
13480,56.25,25.75,LV00,LV,19,173,6,Boreal,6,Boreal
13481,56.25,25.917,LV00,LV,19,173,6,Boreal,6,Boreal
13482,56.25,26.083,LV00,LV,19,173,6,Boreal,6,Boreal
13483,56.25,26.25,LV00,LV,19,173,6,Boreal,6,Boreal
13484,56.25,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13485,56.25,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13486,56.25,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13487,56.25,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13488,56.25,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13489,56.25,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13490,56.25,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13491,56.25,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13492,56.25,27.75,LV00,LV,19,173,6,Boreal,6,Boreal
13493,56.25,27.917,LV00,LV,19,173,6,Boreal,6,Boreal
13494,56.25,28.083,LV00,LV,19,173,6,Boreal,6,Boreal
13495,56.25,28.25,LV00,LV,19,173,6,Boreal,6,Boreal
13496,56.417,21.083,LV00,LV,19,173,6,Boreal,6,Boreal
13497,56.417,21.25,LV00,LV,19,173,6,Boreal,6,Boreal
13498,56.417,21.417,LV00,LV,19,173,6,Boreal,6,Boreal
13499,56.417,21.583,LV00,LV,19,173,6,Boreal,6,Boreal
13500,56.417,21.75,LV00,LV,19,173,6,Boreal,6,Boreal
13501,56.417,21.917,LV00,LV,19,173,6,Boreal,6,Boreal
13502,56.417,22.25,LV00,LV,19,173,6,Boreal,6,Boreal
13503,56.417,22.417,LV00,LV,19,173,6,Boreal,6,Boreal
13504,56.417,22.583,LV00,LV,19,173,6,Boreal,6,Boreal
13505,56.417,22.75,LV00,LV,19,173,6,Boreal,6,Boreal
13506,56.417,22.917,LV00,LV,19,173,6,Boreal,6,Boreal
13507,56.417,23.083,LV00,LV,19,173,6,Boreal,6,Boreal
13508,56.417,23.25,LV00,LV,19,173,6,Boreal,6,Boreal
13509,56.417,23.417,LV00,LV,19,173,6,Boreal,6,Boreal
13510,56.417,23.583,LV00,LV,19,173,6,Boreal,6,Boreal
13511,56.417,23.75,LV00,LV,19,173,6,Boreal,6,Boreal
13512,56.417,23.917,LV00,LV,19,173,6,Boreal,6,Boreal
13513,56.417,24.083,LV00,LV,19,173,6,Boreal,6,Boreal
13514,56.417,24.25,LV00,LV,19,173,6,Boreal,6,Boreal
13515,56.417,24.417,LV00,LV,19,173,6,Boreal,6,Boreal
13516,56.417,24.583,LV00,LV,19,173,6,Boreal,6,Boreal
13517,56.417,24.75,LV00,LV,19,173,6,Boreal,6,Boreal
13518,56.417,24.917,LV00,LV,19,173,6,Boreal,6,Boreal
13519,56.417,25.083,LV00,LV,19,173,6,Boreal,6,Boreal
13520,56.417,25.25,LV00,LV,19,173,6,Boreal,6,Boreal
13521,56.417,25.417,LV00,LV,19,173,6,Boreal,6,Boreal
13522,56.417,25.583,LV00,LV,19,173,6,Boreal,6,Boreal
13523,56.417,25.75,LV00,LV,19,173,6,Boreal,6,Boreal
13524,56.417,25.917,LV00,LV,19,173,6,Boreal,6,Boreal
13525,56.417,26.083,LV00,LV,19,173,6,Boreal,6,Boreal
13526,56.417,26.25,LV00,LV,19,173,6,Boreal,6,Boreal
13527,56.417,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13528,56.417,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13529,56.417,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13530,56.417,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13531,56.417,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13532,56.417,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13533,56.417,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13534,56.417,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13535,56.417,27.75,LV00,LV,19,173,6,Boreal,6,Boreal
13536,56.417,27.917,LV00,LV,19,173,6,Boreal,6,Boreal
13537,56.417,28.083,LV00,LV,19,173,6,Boreal,6,Boreal
13538,56.417,28.25,LV00,LV,19,173,6,Boreal,6,Boreal
13539,56.583,21.083,LV00,LV,19,173,6,Boreal,6,Boreal
13540,56.583,21.25,LV00,LV,19,173,6,Boreal,6,Boreal
13541,56.583,21.417,LV00,LV,19,173,6,Boreal,6,Boreal
13542,56.583,21.583,LV00,LV,19,173,6,Boreal,6,Boreal
13543,56.583,21.75,LV00,LV,19,173,6,Boreal,6,Boreal
13544,56.583,21.917,LV00,LV,19,173,6,Boreal,6,Boreal
13545,56.583,22.083,LV00,LV,19,173,6,Boreal,6,Boreal
13546,56.583,22.25,LV00,LV,19,173,6,Boreal,6,Boreal
13547,56.583,22.417,LV00,LV,19,173,6,Boreal,6,Boreal
13548,56.583,22.583,LV00,LV,19,173,6,Boreal,6,Boreal
13549,56.583,22.75,LV00,LV,19,173,6,Boreal,6,Boreal
13550,56.583,22.917,LV00,LV,19,173,6,Boreal,6,Boreal
13551,56.583,23.083,LV00,LV,19,173,6,Boreal,6,Boreal
13552,56.583,23.25,LV00,LV,19,173,6,Boreal,6,Boreal
13553,56.583,23.417,LV00,LV,19,173,6,Boreal,6,Boreal
13554,56.583,23.583,LV00,LV,19,173,6,Boreal,6,Boreal
13555,56.583,23.75,LV00,LV,19,173,6,Boreal,6,Boreal
13556,56.583,23.917,LV00,LV,19,173,6,Boreal,6,Boreal
13557,56.583,24.083,LV00,LV,19,173,6,Boreal,6,Boreal
13558,56.583,24.25,LV00,LV,19,173,6,Boreal,6,Boreal
13559,56.583,24.417,LV00,LV,19,173,6,Boreal,6,Boreal
13560,56.583,24.583,LV00,LV,19,173,6,Boreal,6,Boreal
13561,56.583,24.75,LV00,LV,19,173,6,Boreal,6,Boreal
13562,56.583,24.917,LV00,LV,19,173,6,Boreal,6,Boreal
13563,56.583,25.083,LV00,LV,19,173,6,Boreal,6,Boreal
13564,56.583,25.25,LV00,LV,19,173,6,Boreal,6,Boreal
13565,56.583,25.417,LV00,LV,19,173,6,Boreal,6,Boreal
13566,56.583,25.583,LV00,LV,19,173,6,Boreal,6,Boreal
13567,56.583,25.75,LV00,LV,19,173,6,Boreal,6,Boreal
13568,56.583,25.917,LV00,LV,19,173,6,Boreal,6,Boreal
13569,56.583,26.083,LV00,LV,19,173,6,Boreal,6,Boreal
13570,56.583,26.25,LV00,LV,19,173,6,Boreal,6,Boreal
13571,56.583,26.417,LV00,LV,19,173,6,Boreal,6,Boreal
13572,56.583,26.583,LV00,LV,19,173,6,Boreal,6,Boreal
13573,56.583,26.75,LV00,LV,19,173,6,Boreal,6,Boreal
13574,56.583,26.917,LV00,LV,19,173,6,Boreal,6,Boreal
13575,56.583,27.083,LV00,LV,19,173,6,Boreal,6,Boreal
13576,56.583,27.25,LV00,LV,19,173,6,Boreal,6,Boreal
13577,56.583,27.417,LV00,LV,19,173,6,Boreal,6,Boreal
13578,56.583,27.583,LV00,LV,19,173,6,Boreal,6,Boreal
13579,56.583,27.75,LV00,LV,19,173,6,Boreal,6,Boreal
13580,56.583,27.917,LV00,LV,19,173,6,Boreal,6,Boreal
13581,56.583,28.083,LV00,LV,19,173,6,Boreal,6,Boreal
13582,56.75,21.083,LV00,LV,19,173,6,Boreal,6,Boreal
13583,56.75,21.25,LV00,LV,19,173,6,Boreal,6,Boreal
13584,56.75,21.417,LV00,LV,19,173,6,Boreal,6,Boreal
13585,56.75,21.583,LV00,LV,19,173,6,Boreal,6,Boreal
13586,56.75,21.75,LV00,LV,19,173,6,Boreal,6,Boreal
13587,56.75,21.917,LV00,LV,19,173,6,Boreal,6,Boreal
13588,56.75,22.083,LV00,LV,19,173,6,Boreal,6,Boreal
13589,56.75,22.25,LV00,LV,19,173,6,Boreal,6,Boreal
